Cód.Original;Baia;Corredor;Nível;Cód.Barras
VS4762;160;K;1;789001736166 8
23238EB;161;K;1;789001733516 4
VE0590065001;161;K;1;120170193600 4
50017827;161;K;1;789053711546 8
50017828 STD;162;K;1;789053711547 5
50004601;162A;K;1;789053712295 4
VS4511;162A;K;1;789001738063 8
VS4349;163;K;1;789001736158 3
50017829 STD;163;K;1;789053711548 2
VS2690;163;K;1;789001736144 6
50017831;164;K;1;789053711549 9
VS2844;164A;K;1;789001736146 0
50017832;165;K;1;280170280681 9
VS4856;166;K;1;789418221319 7
50017853;166;K;1;789053711568 0
VA0700189;166A;K;1;120170283627 3
3508A;167;K;1;789001735828 6
50017860;167;K;1;789053711575 8
VE0700190;167A;K;1;120170283628 0
VS5224;168;K;1;789418221368 5
50017861;168;K;1;789053711576 5
3509E;168;K;1;789001735563 6
3485EB STD;169;K;1;400170280147 2
VE0700087;169;K;1;789241547894 8
UB628;170;K;1;750100280008 5
20071;170;K;1;789267700497 8
SBG019J SEMI;171;K;1;120220323374 5
87362690 SEMI;171;K;1;789053710671 8
SG70019U STD;171;K;1;120220173316 2
G70019;171;K;1;120220281451 8
G70025;172;K;1;120220281845 5
G70037;173;K;1;120220281452 5
SG70037 STD SEMI;173;K;1;120220053158 5
SBG037U STDSEM;173;K;1;120220283313 7
BG037U STD;173;K;1;120220043276 9
BG715 STD;173A;K;1;789241593574 8
037440RPL;173A;K;1;789002236431 9
G70715;173A;K;1;120220282797 6
77536690;173A;K;1;789053710209 3
G70039;174;K;1;120220281453 2
G70080;175;K;1;120060281846 4
BG080 STD;175;K;1;789002236188 2
G70114;176;K;1;120220281922 3
87290690;176;K;1;789002237029 7
SBG178J STD SEMI;177;K;1;789002233158 8
G70178;177;K;1;120220281847 9
SG70178;177;K;1;120220053159 2
87324690;178;K;1;789053710662 6
SG70598;178;K;1;120220053063 2
G70598;178;K;1;120220281848 6
SBG598U STD;178;K;1;120220283408 0
H70083;179;K;1;120220281449 5
SH70083;179;K;1;120220053160 8
SEC083J STD;179;K;1;789241555053 8
87996604;179;K;1;789053710808 8
H70083 025;180;K;1;120220282306 0
SH70083 025;180;K;1;120220053760 0
H70083 050;181;K;1;120220282307 7
87996624 050;181;K;1;789002234632 2
H70084;182;K;1;120220281450 1
SH70084 STD;182;K;1;120220283758 6
SEC084J STD;182;K;1;789241555056 9
SH70084 025;183;K;1;120220282445 6
H70084 050;184;K;1;120220282400 5
50004599;185A;K;1;789053712293 0
54376010;185A;K;1;789001733911 7
3512A;185A;K;1;789001735609 1
VS4934;185A;K;1;789418221310 4
50017852 STD;185A;K;1;789053711567 3
53002010;186;K;1;789537203896 5
VS4546;186A;K;1;789001736156 9
50004600 STD;186A;K;1;789001735045 7
21F025M 050;187A;K;1;170060282274 9
BC905 025;187B;K;1;789000634864 9
BC905 STD;187C;K;1;789000634866 3
20027;188;K;1;789267700449 7
20089ISH;189;K;1;789267700515 9
RT1608NP;189A;K;1;770590280046 0
PN732;190;K;1;789001539203 9
09203BREF;82;K;1;789125209203 4
02544BREF;83;K;1;789125202544 5
01942BRGP;84;K;1;789125201942 0
VA0130011; 001;M;1;789241547969 3
50017717; 001;M;1;789053711443 0
922954600134; 001;M;1;789582535198 6
922684600054E; 001;M;1;789582512691 1
VS1134; 001;M;1;789001702412 9
50017717; 001;M;1;789053711443 0
922684600054E; 001;M;1;789582512691 1
VS1135; 002;M;1;789001702900 1
VE0130010; 002;M;1;789001734307 7
930884600024; 002;M;1;260170040041 1
7001535C1; 002;M;1;789582524768 5
7008225R1E; 002;M;1;789582584839 4
922954600124; 002;M;1;789582535197 9
50017199; 002;M;1;789053711412 6
1565ECB; 002;M;1;789001736649 6
VS2696; 003;M;1;789001702413 6
7008228R1E; 003;M;1;789001740414 3
922954600144E; 003;M;1;789582537091 8
622884603014; 003;M;1;789582510110 9
50017767; 003;M;1;789053711493 5
VS5102; 003;M;1;789001739296 9
50017768; 004;M;1;789053711494 2
VS2695; 004;M;1;789322900390 6
VE0130098; 004;M;1;120170283131 5
922984600034E; 004;M;1;789582514991 0
922954600154; 004;M;1;789582535199 3
961284600024; 005;M;1;789582519587 0
7003221C1; 005;M;1;789582525299 3
961084600034; 005;M;1;789582518477 5
50017844; 005;M;1;789053711559 8
VS2825; 005;M;1;789001736173 6
7008224R1E; 005;M;1;789001740263 7
VA0130101; 005;M;1;789241547977 8
961254600134; 005;M;1;789582535204 4
961284600014; 006;M;1;789582519599 3
50017845; 006;M;1;789053711560 4
VE0130100; 006;M;1;789241547975 4
961084600024; 006;M;1;789582518476 8
961254600124; 006;M;1;789582535203 7
961284600154;006A;M;1;789582549080 7
VS5299; 007;M;1;789001738107 9
VX2439AA; 007;M;1;170170192712 0
3546AC; 007;M;1;789001736006 7
50017848; 007;M;1;789053711563 5
940754600084; 007;M;1;789582535202 0
RA1150; 007;M;1;789000041039 7
93342221; 007;M;1;789001737869 7
940784600044; 007;M;1;789582519586 3
50017849; 008;M;1;789053711564 2
940704600024; 008;M;1;260170040008 4
VS5300; 008;M;1;789001737845 1
940754600074; 008;M;1;789582535201 3
93342222; 008;M;1;789001737868 0
940784600024; 008;M;1;789582519585 6
VS7896; 008;M;1;789001736150 7
7006681C1E;008A;M;1;789582534677 7
120176380;008A;M;1;789001739375 1
7006680C1E;008B;M;1;789582535033 0
50017763; 009;M;1;789053711489 8
7008226R1E; 01;M;1;789001740244 6
50017764; 010;M;1;789053711490 4
BG030USTDSEMI;010A;M;1;789000134715 9
87298690SEMI;010A;M;1;789053713864 1
87298600 STD; 011;M;1;789053710659 6
BG030; 011;M;1;120010013743 2
620524310014E; 011;M;1;789582536600 3
G13030 STD; 011;M;1;789476603367 8
G13076; 012;M;1;120220040153 6
87216690 - SEMI; 012;M;1;789002237176 8
BG076; 012;M;1;170220010915 4
622604313014E; 012;M;1;789582545149 5
G13928 STD SEMI;012A;M;1;789241556750 5
72236690 SEMI; 013;M;1;789002233140 3
BG528U STDSEMI; 013;M;1;789241548441 3
G13528 STD SEMI; 013;M;1;789241548613 4
961204320014E; 013;M;1;789582536575 4
BG545; 014;M;1;120220042770 3
940704310014E; 014;M;1;789582536746 8
BG545USTDSEMI; 014;M;1;260220341297 0
630804320014E; 015;M;1;789582536634 8
940804210024E;015A;M;1;789582516456 2
940854210024E;015A;M;1;789000040919 3
H13226; 016;M;1;120220040178 9
961004320034E; 016;M;1;789582536604 1
H13126; 016;M;1;120220040177 2
961004210014E;016A;M;1;789582517824 8
961004320014E; 017;M;1;789582536793 2
940704210034E;017A;M;1;789582515647 5
940784320014E; 018;M;1;789582536929 5
940804310014E;018A;M;1;789582536698 0
941004320024E; 019;M;1;789582536866 3
922984320022E;019A;M;1;789582514989 7
961204600014; 020;M;1;260010048742 8
922984320032E;020A;M;1;789582514990 3
L13119 STD; 021;M;1;789476609317 7
940703400037E; 021;M;1;789582536595 2
940783400147E; 022;M;1;789582516327 5
L13119 025; 022;M;1;789476609318 4
940703400017; 023;M;1;789582515451 8
L13112 STD; 024;M;1;789476603909 0
79309600-STD; 024;M;1;789003033479 3
79404600; 024;M;1;789003038776 8
961003400067E; 024;M;1;789582536571 6
AE074J; 025;M;1;789000137958 7
L13074 STD; 025;M;1;789476603907 6
622803400017E; 025;M;1;789582536708 6
AE074; 026;M;1;170010013704 8
622883400037E; 026;M;1;789582536901 1
L13112 025; 027;M;1;789476605837 4
961083400097E; 027;M;1;789582536755 0
79309610 025; 027;M;1;789003039267 0
922903400867;027B;M;1;789582520027 7
940703300294E; 028;M;1;789582536644 7
71051080; 029;M;1;789537203241 3
MWMR0101; 029;M;1;789004138689 7
922903300044E; 029;M;1;789582536612 6
01917BRGS; 029;M;1;510410020026 3
922903300064E; 030;M;1;789582536787 1
961003300014; 031;M;1;260010047076 5
71056080; 031;M;1;789537203246 8
961083300017;031A;M;1;789582525154 5
961003300034E;031B;M;1;789582517697 8
940703300064E; 032;M;1;789582536770 3
71065080; 032;M;1;789537201194 4
71069080; 033;M;1;789537201195 1
961007570126E; 033;M;1;789582518036 4
961007570106E; 034;M;1;789582536466 5
922587570136E; 035;M;1;789582536654 6
922587570146E; 036;M;1;789582536621 8
922587570156E; 037;M;1;789582536682 9
922987570046E; 038;M;1;789582536861 8
961007570066E; 039;M;1;789582518030 2
7008227R1E; 04;M;1;789001740413 6
961007570086E; 040;M;1;789582518031 9
961007570096E; 041;M;1;789582518032 6
961007870034E;041A;M;1;789582518049 4
961087570134; 042;M;1;260010047470 1
961087570176E;042A;M;1;789582518487 4
961087570144E; 043;M;1;789582518486 7
961007570046E;043A;M;1;789582518029 6
905250100038E; 044;M;1;789582536677 5
941207570016; 045;M;1;789582517156 0
941207570026E; 046;M;1;789582517157 7
961207570016E; 047;M;1;789582518709 7
1872219C1E;047B;M;1;789582519635 8
905250100042E; 048;M;1;789582536599 0
940707570034E; 049;M;1;789582515913 1
940707570064E; 050;M;1;789582537183 0
3366; 051;M;1;789000638959 8
3368; 051;M;1;789000638960 4
BC313 STD; 051;M;1;120010013735 7
3370; 051;M;1;789000638961 1
922504300037E; 051;M;1;789582536586 0
78126600; 051;M;1;789053710253 6
M13313 STD; 051;M;1;789476604034 8
922554300037;051A;M;1;789000640799 5
922984300137; 052;M;1;789582514936 1
M13313 025; 052;M;1;789476604035 5
78126610 025; 052;M;1;789053710254 3
BC313P 025; 052;M;1;120010013736 4
922584300147E; 052;M;1;789582512584 6
922554300147;052A;M;1;789000640824 4
BC313P 050; 053;M;1;120060042869 6
922584300167E; 053;M;1;789582536628 7
M13313 050; 053;M;1;789476604036 2
922984300157; 053;M;1;789582514939 2
78126620 050; 053;M;1;789053710255 0
922584300187E; 054;M;1;789582536807 6
M13313 075; 054;M;1;789476604037 9
BC313 075; 054;M;1;120060042649 4
78126640 100; 054;M;1;789053710257 4
922984300177; 054;M;1;789582514942 2
SBC313P100; 055;M;1;789000634772 7
922584300207E; 055;M;1;789000135012 8
922984300197; 055;M;1;789582514945 3
BC313P 100; 055;M;1;120060043189 4
M13313 100; 055;M;1;789476604038 6
78125600; 056;M;1;789053710248 2
B13144 STD; 056;M;1;789476601320 5
922504300017E; 056;M;1;789582536587 7
922554300017;056A;M;1;789000640684 4
922984300037; 057;M;1;789582514924 8
922584300057E; 057;M;1;789582536588 4
B13144 025; 057;M;1;789476601321 2
78125610 025; 057;M;1;789053710249 9
922554300057;057A;M;1;789000640833 6
78125620 050; 058;M;1;789053710250 5
10775A000; 058;M;1;789000133442 5
922984300057; 058;M;1;789582514927 9
BB144MT 050; 058;M;1;789000634833 5
922584300077E; 058;M;1;789582512577 8
922584300097E; 059;M;1;789582536740 6
922984300077; 059;M;1;789582514930 9
BB144P 075; 059;M;1;789000620244 6
7008223R1E; 06;M;1;789582584934 6
SBB144P100; 060;M;1;789000635180 9
B13144 075; 060;M;1;789476601323 6
922984300097; 060;M;1;789000623155 2
922584300117E; 060;M;1;789582545197 6
BB144P 050; 060;M;1;789241511784 7
78125640 100; 060;M;1;789053710252 9
B13144 100; 060;M;1;789476601324 3
BB144P 125;060A;M;1;789000634803 8
M13460 STD; 061;M;1;789476604044 7
922984300457; 062;M;1;789582514951 4
M13460 025; 062;M;1;789476604045 4
622884300037E; 062;M;1;789582536697 3
922984300477; 063;M;1;789582514954 5
M13460 050; 063;M;1;789476604046 1
622884300057E; 063;M;1;789582536892 2
M13460 075; 064;M;1;789476604047 8
622884300077E; 064;M;1;789582510096 6
922984300497; 064;M;1;789582510096 6
M13460 100; 065;M;1;789476604048 5
622884300097; 065;M;1;260010044862 7
B13220 STD; 066;M;1;789476601326 7
622804300117E; 066;M;1;789582536722 2
922984300557; 067;M;1;789582514966 8
622884300137E; 067;M;1;789582536742 0
B13220 025; 067;M;1;789476601327 4
B13220 050; 068;M;1;789476601328 1
922984300577; 068;M;1;789582514969 9
78588620 050; 068;M;1;789053710266 6
622884300157E; 068;M;1;789582536860 1
BB220J 050; 068;M;1;789241511985 8
922984300597; 069;M;1;789582514972 9
B13220 075; 069;M;1;789476601329 8
622884300177E; 069;M;1;789582510106 2
961284600144;06B;M;1;789582549079 1
B13220 100; 070;M;1;789476601331 1
622884300197; 070;M;1;260010044865 8
941084300067; 071;M;1;789582532850 6
941084300068; 071;M;1;789582517005 1
941054300067; 071;M;1;789005840675 5
M13613 STD; 071;M;1;789476606949 3
941084300078; 072;M;1;789582517008 2
M13613 025; 072;M;1;789476606950 9
M13613 050; 073;M;1;789476606951 6
M13613 075; 074;M;1;789476606952 3
941084300108; 075;M;1;789582517014 3
M13613 100; 075;M;1;789476606953 0
BB1024P STD; 076;M;1;789241522009 7
961004300217; 076;M;1;789582517830 9
961054300217; 076;M;1;789000640672 1
961054200217; 076;M;1;789000640671 4
B13305 STD; 076;M;1;789476601333 5
961084300337E; 077;M;1;789582536596 9
961084300437; 077;M;1;789582518445 4
B13305 025; 077;M;1;789476601334 2
78589610 025; 078;M;1;789053710270 3
961084300457; 078;M;1;789582518448 5
B13305 050; 078;M;1;789476601335 9
961084300357E; 078;M;1;789582518437 9
961084300477; 079;M;1;789582518451 5
961084300377E; 079;M;1;260010047460 2
961084300497E; 080;M;1;789582518454 6
M13927 STD; 081;M;1;789476609185 2
940704300027E; 081;M;1;789582536584 6
M13927 025; 082;M;1;789476609186 9
940784300077E; 082;M;1;789582536632 4
M13927 050; 083;M;1;789476609187 6
940784300097E; 083;M;1;789582536983 7
940784300117E; 084;M;1;789582516347 3
940784300217; 085;M;1;789582516355 8
940754300217;085A;M;1;789000640749 0
B13406 025; 086;M;1;789476609313 9
940784300227E; 086;M;1;789582536712 3
940784300237E; 087;M;1;789582516359 6
B13406 050; 087;M;1;789476609314 6
940784300247E; 088;M;1;789582516361 9
B13406 075; 088;M;1;789476609315 3
941204300017; 089;M;1;789582517119 5
941254300017;089A;M;1;789000640674 5
941284300027E; 090;M;1;789582536685 0
941284300037E; 091;M;1;789582517263 5
941284300047E; 092;M;1;789582517264 2
78127644;092A;M;1;789053710262 8
SM13314J100;092A;M;1;789000138029 3
SBC314P075; 093;M;1;789000638334 3
BC314P 050; 093;M;1;120060042582 4
922584304187E; 093;M;1;789582537033 8
SM13314J075; 093;M;1;789000638330 5
BC314 075; 093;M;1;120060042650 0
922584304167E; 094;M;1;789582545139 6
M13314 050; 094;M;1;789476604041 6
K13250; 095;M;1;120160040754 4
922584304147E; 095;M;1;789582536616 4
M13314 025; 095;M;1;789476604040 9
922984304037E;095A;M;1;789582514978 1
922504304007E; 096;M;1;789582536618 8
BC314MT STD; 096;M;1;789000634853 3
BC314; 096;M;1;120010013737 1
M13314 STD; 096;M;1;789476604039 3
M13314 075;096A;M;1;789476604042 3
922904304017;096A;M;1;789582513464 0
961004300617;097A;M;1;789582517836 1
10053;101;M;1;789267700055 0
922987300126;101;M;1;789582514995 8
922987300136;102;M;1;789582514996 5
922907300116;102;M;1;260010046038 4
922907300046E;102;M;1;789582585355 8
10087;102;M;1;789267700084 0
922957300046E;102;M;1;789001040570 3
922987300146;103;M;1;789582514997 2
922957300156E;103;M;1;789582581476 4
922507300026E;103;M;1;260010040198 1
961057300056E;104;M;1;789001040321 1
961087300056;104;M;1;260010040970 3
961087300066;104;M;1;789582524790 6
XTOPI1040;104;M;1;789001038524 1
10179;104;M;1;789267700179 3
961087300046;104;M;1;260100040682 3
961287300036;105;M;1;260010040798 3
961257300046E;105;M;1;789582536617 1
961287300046;105;M;1;789582519991 5
7005174C1E;106;M;1;789001036673 8
940787300056;107;M;1;789582516373 2
922506520274E;107B;M;1;789582512331 6
7005440R91;107C;M;1;789582531499 8
7003662C91;107C;M;1;789582525517 8
961257310136E;107C;M;1;789001040192 7
7005478R91;107D;M;1;789582531578 0
104000;108;M;1;789001038894 5
922957310025E;108;M;1;789582535410 9
922987310016;108;M;1;789582519596 2
20010;108;M;1;789267700431 2
922987310026;108;M;1;260010046679 9
922906520194E;108A;M;1;789582513641 5
922957310036E;109;M;1;789001040695 3
752004;109;M;1;789001039471 7
20035;109;M;1;789267700459 6
922987310036;109;M;1;789582514999 6
7007032R91;110;M;1;789582532909 1
354013;110;M;1;789001040775 2
961057310076E;110;M;1;789582536630 0
961007310024E;110;M;1;789582536591 4
R7000765C91;110;M;1;789582524535 3
20049;110;M;1;789267700473 2
7007031C91;111;M;1;789582532875 9
961207310024E;111;M;1;789582536622 5
961207310086;111;M;1;789582521906 4
961287310016;111;M;1;260010048864 7
961257310024E;111;M;1;789582536627 0
940887310045E;111A;M;1;789582535463 5
940807310015;111A;M;1;789582516480 7
940857310015E;111B;M;1;789001039093 1
940757310035E;112;M;1;789001040745 5
940707310035;112;M;1;789582515901 8
940757310055E;114;M;1;789001040756 1
20164;114;M;1;789000041090 8
940707310055;114;M;1;789582515906 3
940787310105E;114;M;1;789582535462 8
940787310056;115;M;1;789582516376 3
940887310016;116A;M;1;789582516563 7
940887310026;117;M;1;789582516564 4
905202000021E;118;M;1;789582511055 2
270100;119;M;1;789001038834 1
905202000040E;119;M;1;260100010139 1
905202080040;119;M;1;789582511068 2
906905810101;119A;M;1;789582500066 2
905202080041;120;M;1;789582511069 9
905202000032E;121;M;1;789582511058 3
955202080053;122;M;1;789001040734 9
905202080043;122;M;1;260100040320 4
905202000042E;122;M;1;789582511062 0
905202080053;122;M;1;789582525209 2
R7001751C1E;123;M;1;789582536820 5
905202000046;124;M;1;260010047661 3
R7002479C1E;124;M;1;789582536736 9
940807310024E;125;M;1;789582516482 1
905202000024E;126;M;1;789582511057 6
922706520014E;127;M;1;789582512701 7
BAP7;127A;M;1;170100013731 2
00803BRGS;129;M;1;789004119976 3
922988560044;129;M;1;789582521538 7
92871F;130;M;1;789004140015 9
7001171C1E;130;M;1;789582536569 3
961058560014;130;M;1;789004140287 0
961208560024E;131;M;1;789001340431 4
7002872C2E;131;M;1;789582531958 0
961258560034E;131;M;1;789582581629 4
904960651301;131;M;1;789582510902 0
7002872C1;131;M;1;789582525196 5
92872P;131A;M;1;789004140016 6
922988560054;132;M;1;789582525759 2
904960640089E;132;M;1;789582510887 0
09228BREF;133;M;1;510410050023 3
904960640069E;133;M;1;789582536673 7
940788560014;134;M;1;789582516391 6
0702F;134;M;1;789000240608 4
940788560024;135;M;1;789582516392 3
05590BRGF;135A;M;1;789004140571 0
954960651107E;136;M;1;789582581403 0
00803BAS;136;M;1;789004138398 8
904960651107E;136;M;1;789582510901 3
604960103500E;137;M;1;789582509932 1
904960651108E;137;M;1;789004139071 9
960700530034;138;M;1;260010048346 8
16009;139;M;1;789267700382 7
UR574;139;M;1;789002332232 5
61151280 020;139A;M;1;789537217572 1
7005007R1E;139A;M;1;789582536879 3
16010;140;M;1;789267700383 4
R7000501C1E;141;M;1;789582526101 8
MASTER0051E;142;M;1;789582519293 0
MASTER0015E;143;M;1;789582519291 6
905411880031E;144;M;1;789582536803 8
77767630;144;M;1;789000632876 4
1842825C91E;145;M;1;789002832843 8
905411870002E;146;M;1;789582511331 7
01917KIT;147;M;1;789004132627 5
MASTER0012E;147;M;1;789582519288 6
MM100316;147;M;1;789002839020 6
905411880008E;148;M;1;789582511332 4
955410500115;148A;M;1;789002840037 0
955411880013E;149;M;1;789002840563 4
955411880014E;149;M;1;789000041064 9
905411880013;149;M;1;789582511336 2
905411880009E;150;M;1;789582511333 1
905411880012;151;M;1;789582511335 5
955411880012E;151;M;1;789002840427 9
955411800005;151A;M;1;789002840856 7
941287400054;152;M;1;789582526004 2
955411880037E;152;M;1;789000041014 4
905411880037;152;M;1;789582530879 9
905411880011;152;M;1;789582511334 8
905411880026;153;M;1;789582511343 0
955411800002E;153;M;1;789002840532 0
940707400026;153;M;1;260010048027 6
905400150015;154;M;1;789582536592 1
MM100131;154A;M;1;789582532773 8
905410500115E;154A;M;1;789582511297 6
961050190107;154C;M;1;789000040964 3
905410500106E;155;M;1;789582511292 1
905410500108E;156;M;1;789582511293 8
905400150018E;157;M;1;789582511253 2
905410500109;158;M;1;789582511294 5
955400150020E;158;M;1;789000041061 8
905400150020E;158;M;1;789582536771 0
905410500105;159;M;1;789582511291 4
MASTER0061E;159A;M;1;789582519303 6
905411510041;160;M;1;789582530594 1
955411510035E;160;M;1;789582581256 2
905411510035;160;M;1;789582536484 9
940705550064E;160A;M;1;789582515691 8
GONG1307;160A;M;1;789000041086 1
2S653R700BF;160A;M;1;789000139480 1
 043124;160A;M;1;789000041066 3
905410500118E;161;M;1;789582511299 0
26560201;161;M;1;789002836616 4
26560163;161A;M;1;789000137949 5
4816635;161A;M;1;789002839409 9
905411510036E;162;M;1;789582511325 6
905411510003E;163;M;1;789582511310 2
KX44;163;M;1;120280170568 2
MASTER0050E;164;M;1;789582519292 3
905411510016E;164;M;1;789582511314 0
905411510017E;165;M;1;789582511315 7
7008464R1E;165A;M;1;789003540825 3
KC122;166;M;1;120280281239 6
905411510019;166;M;1;789582511317 1
7001021C1;166A;M;1;789582525401 0
955411510020E;166B;M;1;789002840320 3
905411510020;167;M;1;789582511318 8
905411510043;167;M;1;789002840583 2
MASTER0053;167A;M;1;789582519295 4
905411510023;168;M;1;789582511319 5
955411510023E;168;M;1;789002840231 2
7008245R1E;168A;M;1;789002840203 9
905411510042;168A;M;1;789582532064 7
7008469R1E;168A;M;1;789000041012 0
905411510027E;169;M;1;789582511321 8
905411510015;170;M;1;789582511313 3
922680190167;171;M;1;789582512685 0
800029420000;171;M;1;789003037444 7
922650190167;171;M;1;789000041008 3
940781600158;171A;M;1;789582519502 3
CRA7049;172;M;1;170300013789 7
922680190157;172;M;1;789582512684 3
940781600138;172A;M;1;789582519501 6
93354725;172A;M;1;789000137867 2
940751600138;172A;M;1;789001540486 2
CRA7045;173;M;1;789003007507 8
922500190047;173;M;1;260010045361 4
940781600178;173A;M;1;789582519504 7
922580191127;174;M;1;789582512560 0
940781600168;174A;M;1;789582519503 0
940751600168;174A;M;1;789001640682 7
940781600207;174B;M;1;789582525230 6
940751600207;174B;M;1;789000040970 4
922580191137;175;M;1;789582512561 7
940751600148;175A;M;1;789001540339 1
;175A;M;1;789000040367 2
940781600148;175A;M;1;789582519500 9
922980191617;176;M;1;789582530631 3
50011494;176;M;1;280300020472 4
A13850 STD;176;M;1;789476608109 9
940881600024E;176A;M;1;789582516536 1
922950190197;176A;M;1;789000040976 6
922980191607;176A;M;1;789582514761 9
961080190057;177;M;1;789582518341 9
961050190057;177;M;1;789582535699 8
A13900 STD;177;M;1;789476608217 1
940801600014E;177A;M;1;789582516430 2
961280190017;178;M;1;789582518814 8
961280190117;178;M;1;789582524570 4
DC735900;178;M;1;890300340007 0
940881600016;178A;M;1;789582516535 4
940750190017;179;M;1;789582535698 1
940750190027;179;M;1;789000040939 1
940780190017;179;M;1;789582516280 3
940881600036;179A;M;1;789582516539 2
940780190077;179A;M;1;789582516285 8
940750190077;179B;M;1;789000041013 7
940880190016;180;M;1;789582516530 9
97282600;180A;M;1;789053712021 9
922681600034E;181;M;1;789582512687 4
940880190026E;181;M;1;789582516531 6
961280190127;181A;M;1;789582524569 8
7002088C1E;181B;M;1;789582525399 0
922501600034E;182;M;1;789582512174 9
940880190036;182;M;1;789582516532 3
922901600174E;183;M;1;789582513012 3
922901600224E;184;M;1;789582513016 1
922901600214E;185;M;1;789582513015 4
922901600234E;186;M;1;789582513017 8
961201600014;187;M;1;260010048705 3
940701600074E;188;M;1;789582515369 6
940701600084E;189;M;1;789582515370 2
940701600114E;190;M;1;789582515373 3
940701600124E;191;M;1;789582515374 0
961001600034;191A;M;1;789582517672 5
7001201C1E;191C;M;1;789582525823 0
940701600134E;192;M;1;789582515375 7
922581320034E;193;M;1;789582512568 6
7002807C1;193A;M;1;789582525833 9
7002873C1E;193B;M;1;789582525634 2
7001672C3E;193C;M;1;789582530496 8
89813810;194;M;1;789003536704 8
C13100;194;M;1;120350042822 3
922581320044E;194;M;1;789582512569 3
C13000;194;M;1;120350040461 6
7003160C1E;194A;M;1;789582536827 4
922551320044E;194A;M;1;789003540773 7
UC992 STD;195;M;1;560350010130 4
C1076 STD;195;M;1;560350040077 3
C13200;195;M;1;120350040750 1
622601320012E;195;M;1;789582510040 9
961201320074;195A;M;1;789582518559 8
961201320084E;195A;M;1;789582536603 4
922951320044E;196;M;1;789003540790 4
922901320034E;196;M;1;789582536486 3
C13600;196;M;1;120350040751 8
89728;196;M;1;789003532300 6
961201320014;198;M;1;260010048696 4
940701320042E;199;M;1;789582515341 2
94071320042;199;M;1;260010041296 3
940701320012E;200;M;1;789582515339 9
C13500;200;M;1;120350040100 4
A13150 STD;221;M;1;789476607287 5
A13170 STD;222;M;1;789476607289 9
70530041E;222;M;1;789582519629 7
UC4833 020;222;M;1;000009015256 6
961001320054E;224;M;1;789582524566 7
961051320074E;224;M;1;789003540789 8
K13000;226;M;1;120160040753 7
97268961;227;M;1;280160040550 3
97210960;228A;M;1;789053710968 9
K13603;228A;M;1;120160040756 8
922980191918;229A;M;1;260010046618 8
922980192018;231;M;1;260010046627 0
K13670;232;M;1;120160040243 3
922980191948;233;M;1;260010046621 8
922980191858;235;M;1;260010046614 0
K13850;235;M;1;120160040244 0
922980191898;235A;M;1;260160011164 6
K13920;247;M;1;120160040760 5
79310600;25;M;1;789003039322 6
79514600 STD;25;M;1;789000041101 1
2123;254A;M;1;789003038062 2
7126CSA STD;255;M;1;470300040719 5
CSA7071 STD;255;M;1;789003034693 2
CSA 7126 STD;255A;M;1;789003034712 0
CBA32 025;256;M;1;789000634699 7
129;256A;M;1;789000638043 4
CBA32 1.50;256A;M;1;789000638037 3
4174;258A;M;1;789000639337 3
056 KD12;258B;M;1;789004139902 6
3367;258B;M;1;789000639341 0
70401U;259;M;1;730020051128 7
905250100039E;44A;M;1;789582511079 8
SBC314P050;94;M;1;789000636913 2
78127614 025;95;M;1;789000635446 6
SBC314P025;95;M;1;789241593378 2
SBC314PSTD;96;M;1;789000134757 9
941084300088;O73;M;1;789582517010 5
941084300098;O74;M;1;789582517012 9
922907960014E; 01;N;1;789582513746 7
922907960024E; 02;N;1;789582513747 4
920807960014E; 03;N;1;789582512077 3
961007960024E; 04;N;1;789582518058 6
940707960036E; 05;N;1;789582515930 8
960707960016E; 06;N;1;789582517430 1
7003172C1E; 07;N;1;789582525417 1
K42; 08;N;1;570440040006 8
K56; 09;N;1;570440040013 6
922953750044;10;N;1;789003040351 2
905302009048E;100;N;1;789582511236 5
7002581C1E;102;N;1;789582525748 6
955695090041E;103;N;1;789000040865 3
961003400124E;104;N;1;789582517709 8
940703820054E;109;N;1;789582515616 1
961203750014;11;N;1;789582518611 3
961003820034E;112;N;1;789582517801 9
961203390024E;113;N;1;789005940297 8
961003810074E;114;N;1;789582517790 6
961203810094E;116;N;1;789582524721 0
941003810074;117;N;1;789582516671 9
961004300614E;118;N;1;789582517835 4
961084300238;119;N;1;789582518418 8
7007080C1E;12;N;1;789582536109 1
961084300258;120;N;1;789582518421 8
M13513 050;121;N;1;789476604052 2
961084300278;121;N;1;789582518425 6
961084300298;122;N;1;789582518428 7
961084300318;123;N;1;789582518432 4
961204300127;124;N;1;789582518630 4
961254300127;125;N;1;789000640769 8
961284300137E;126;N;1;789582518847 6
961284300147E;127;N;1;789582518848 3
961284300157;128;N;1;789582518849 0
961284300167;129;N;1;789582518850 6
940704010024E;13;N;1;789582515619 2
940703810024E;130;N;1;789582515603 1
1841931C1E;131;N;1;789582519624 2
7002810C1E;132;N;1;789582525610 6
7002811C1E;133;N;1;789582525596 3
941003810114E;134;N;1;789582516672 6
7002206C1E;135;N;1;789582526005 9
961006230045E;136;N;1;789582517881 1
961006300094E;137;N;1;789582517892 7
006003266A1;138;N;1;789002937895 1
961003810014E;139;N;1;789582517785 2
922907800024E;14;N;1;789582513735 1
960706300095E;140;N;1;789582517384 7
961003810034E;141;N;1;789582517786 9
