Cód.Original;Baia;;Nível;Cód.Barras
U5ME0035;175;B;2;789005832564 3
U5MB0034;175A;B;2;789000639146 1
U5ME0035A;176;B;2;789000633715 5
M57037 STD;177;B;2;789476604272 4
635705;177;B;2;100580050923 3
77654600;177;B;2;789053710541 4
77654610;178;B;2;789053710542 1
M57037 025;178;B;2;789476604273 1
635705AE;178;B;2;789582501614 4
M57037 050;179;B;2;789476604274 8
635705BE;179;B;2;789582501615 1
77654620 050;179A;B;2;789053710543 8
M57037 075;180;B;2;789476604275 5
77654630 075;180;B;2;789053710544 5
635705CE;180;B;2;789582501616 8
77654650;181;B;2;789053710546 9
M57037 100;181;B;2;789476604276 2
77654640 100;181;B;2;789000634904 2
257037 150;182;B;2;120060050049 1
ERR3291AP;25;B;2;789001740092 3
4203192P;26;B;2;789000640465 9
SBC038J;26;B;2;789000640205 1
SBC038J020;28;B;2;789000640742 1
SBC039J010;32;B;2;789000640169 6
SBB038J;32;B;2;789000640141 2
SBB038J010;33;B;2;789000640743 8
SBB038J020;34;B;2;789000640673 8
7007211C1E;48;B;2;789001740394 8
VT26777;52;B;2;789001740139 5
77634600;60;B;2;789000635830 3
AE006;67;B;2;120240052544 5
79252600;67;B;2;789003039019 5
3152148A1;68;B;2;789002440033 6
97242620 040; 01;C;2;789053711988 6
S25031 040; 02;C;2;120150012250 9
S25041; 03;C;2;120150321030 2
93145600 STD; 04;C;2;789053711779 0
S25110 040; 05;C;2;120150322207 7
S25110 060; 06;C;2;120150322208 4
S25130; 07;C;2;120150321034 0
S25130 040; 08;C;2;120150322274 9
97241620 040; 09;C;2;789001534055 9
A25040 020; 093;C;2;789476601061 7
S25140;10;C;2;120150321035 7
A25130 020;100;C;2;789476601075 4
A25130 060;101;C;2;789476601077 8
A25189 040;102;C;2;789241562790 2
A25600 020;103;C;2;789476607411 4
800051241000;104;C;2;789053713378 3
A25759 STD;104;C;2;789241564398 8
800051240040;106;C;2;789053713299 1
A25750 STD;107;C;2;789476600604 7
A25919 060;108;C;2;789241562798 8
STD750000;109;C;2;789003035900 0
40618610;11;C;2;789053713308 0
A25180 020;110;C;2;789476601079 2
A25774 040;111;C;2;789476607321 6
LD6943060;112;C;2;789003036204 8
800013743060;113;C;2;789053710078 5
800051340040;114;C;2;789053713058 4
A25049 040;115;C;2;789241564182 3
SBG203J SEMI;116;C;2;789241555059 0
G25098;117;C;2;120220321796 7
SBG575J STD;118;C;2;789241555061 3
50017656;119;C;2;789053712896 3
S25140 040;12;C;2;120150322275 6
SBC407J STD;120;C;2;120060323407 2
SM25407 STD;120;C;2;789241554778 1
BG585 STD;121;C;2;789002236190 5
L25122 012;122;C;2;120240321551 0
VT26582;123;C;2;170170284060 2
B70494 100;124;C;2;120060053296 6
87200614;125;C;2;789053710614 5
B701035 100;126;C;2;120060282290 4
BB1035 100;126;C;2;789000634801 4
B701035 075;127;C;2;120060281841 9
PS4552 050;128;C;2;789001535064 0
PS4385 100;129;C;2;789001535066 4
S25140 060;13;C;2;120150322298 5
PS4634 100;130;C;2;789001535065 7
S70340;131;C;2;120150281083 1
S70890;132;C;2;120150281099 2
S70880 050;133;C;2;120150282317 6
S70880;134;C;2;120150281098 5
97329600;135;C;2;789053713242 7
41282610;136;C;2;789004538734 0
40728610;137;C;2;789053713393 6
K70670;138;C;2;120160280980 3
K70880;139;C;2;120160280984 1
S25160;14;C;2;120150321036 4
580310101;140;C;2;789003040314 7
ML1097200;141;C;2;789000136511 5
BB185 025;142;C;2;789000634807 6
BB185 STD;143;C;2;789000634808 3
A70669 STD;144;C;2;789241537439 4
A70862 050;145;C;2;789241527603 2
A70662 050;146;C;2;120300282010 5
CMA7711100;147;C;2;789003036623 7
800001043000;148;C;2;789053710146 1
800000947;149;C;2;789053713208 3
S25180 040;15;C;2;120150322277 0
87433644 100;150;C;2;789053710713 5
87433634;151;C;2;789053710712 8
BB280MT 100;152;C;2;789000634841 0
77307620;153;C;2;789000637320 7
77894600;153;C;2;789000137967 9
77894620;154;C;2;789000638606 1
BB121 STD;155;C;2;789000634802 1
BB121MT STD;155;C;2;789000634832 8
M70326 100;156;C;2;120060282411 3
BC326MT 100;156;C;2;789000634854 0
2301073M;157;C;2;230020280943 1
B220400;158;C;2;789000439162 3
BC292MT 100;159;C;2;789000634852 6
M70292 100;159;C;2;120060192392 3
S25180 060;16;C;2;120150322278 7
77656610;160;C;2;789053710553 7
M70290 STD;161;C;2;789476604489 6
BC290MT STD;161;C;2;789000634851 9
M70645 075;162;C;2;789241546898 7
10410MR;163;C;2;510410050093 6
10409MR;163;C;2;170520013253 5
05363BRGF;164;C;2;510410280028 7
557;165;C;2;789263700626 4
02842BRGF;166;C;2;170410051238 6
05269BRAGF;167;C;2;789004134556 6
A70070 100;168;C;2;789476601235 2
THD00136;169;C;2;789004238907 1
S25200;17;C;2;120150321038 8
10003;170;C;2;789267700002 4
10007;171;C;2;789267700005 5
10007A;172;C;2;789267700007 9
10010;173;C;2;789267700010 9
00734BR;174;C;2;789125200734 2
10122;175;C;2;789267700123 6
10100;176;C;2;789267700097 0
579;177;C;2;690430280013 6
PS4385 050;178;C;2;789001535069 5
PS4871 STD;179;C;2;789001535068 8
E25210;18;C;2;120150321121 7
PS4835 STD;180;C;2;789001535067 1
S25600;19;C;2;120150321040 1
S25400 STD;20;C;2;120150323428 5
S25460 STD;21;C;2;120150323434 6
S25456 STD;22;C;2;120150323433 9
S25450 STD;23;C;2;120150323432 2
S25410 STD;24;C;2;120150323870 2
S25410 040;25;C;2;120150323430 8
SCT54;26;C;2;789009738340 6
10025;27;C;2;789267700036 9
10052;28;C;2;789267700054 3
10091;29;C;2;789267700090 1
10117;30;C;2;789267700117 5
10146;31;C;2;789267700146 5
10150;32;C;2;789267700150 2
10189;33;C;2;789267700192 2
SM25358 STD;34;C;2;789241554769 9
BC358 STD;34;C;2;789000634890 8
M25358 100;35;C;2;789241504149 4
BC358MT 100;35;C;2;789000634855 7
BB254MT 100;36;C;2;789000634837 3
B25254 100;36;C;2;789476604850 4
BC387MT STD;37;C;2;789000634859 5
BC387MT 050;38;C;2;789000634857 1
BC387MT 075;39;C;2;789000634858 8
M25387 075;39;C;2;789476604153 6
BC387 100;39;C;2;789000634894 6
BC387 075;39;C;2;789000634893 9
M25387 100;40;C;2;789476604154 3
SBB554J;41;C;2;789000638271 1
B25261 075;42;C;2;789476601452 3
BB261MT 075;42;C;2;789000634838 0
B25261 100;43;C;2;789476601453 0
BB261 100;43;C;2;789000634814 4
77767610;44;C;2;789053710365 6
77767630 075;45;C;2;789053710367 0
77767640 100;46;C;2;789000635570 8
77766600 STD;47;C;2;789053710359 5
77766610;48;C;2;789053710360 1
77766640;49;C;2;789000637128 9
77766630;49;C;2;789053710362 5
SB25407 100;50;C;2;789241554719 4
77847620;51;C;2;789000637117 3
BB344MT 050;52;C;2;789000634843 4
BB344 075;53;C;2;789000634901 1
DGBB03344 075;53;C;2;789000636413 7
DGBB03344 100;54;C;2;789000636414 4
BC068J STD;55;C;2;120060322792 0
SM068 STD;55;C;2;789000634935 6
M25068 025;56;C;2;120060323458 4
M25068 050;57;C;2;789000632202 1
BB345 050;58;C;2;789000634818 2
77848625;59;C;2;789053713191 8
79317600;60;C;2;789053710409 7
L25034 012;61;C;2;120240321547 3
AE0340250;62;C;2;789002436181 1
79316600;63;C;2;789053710462 2
79316610;64;C;2;789053710463 9
AE0122020;65;C;2;789002436182 8
SL25122 STD;66;C;2;789241554847 4
SL25122 012;67;C;2;789241554848 1
380AC;68;C;2;789000137452 0
VS0992;68;C;2;920170320029 7
50017170;68;C;2;789053711410 2
3997ECB;70;C;2;789001735611 4
4156AC;71;C;2;789001737035 6
50017668;72;C;2;789053713445 2
VS2557;73;C;2;920170300058 3
50017737;73;C;2;789053711463 8
VE0250059;73;C;2;120170322559 5
3234AC;75;C;2;789001737537 5
50017756;75;C;2;789053711482 9
50017669;76;C;2;789053713446 9
RA1146;77;C;2;789001736165 1
VS4530;78;C;2;789001736152 1
VA0250166;79;C;2;120170323425 2
50017877 STD;80;C;2;789053712310 4
50017878 STD;81;C;2;789053712311 1
50017868;82;C;2;789053711579 6
RA1271;83;C;2;789001736148 4
50017787;84;C;2;789053711513 0
50017745;85;C;2;789053711471 3
VS5080;86;C;2;789001739179 5
50017869;87;C;2;789053711580 2
800061741000;88;C;2;789003035806 5
A25010 020;89;C;2;789476607313 1
800061740020 020;89;C;2;789053710178 2
800061741040;90;C;2;789053710179 9
A25025 STD;91;C;2;789476607316 2
A25025 040;92;C;2;789476609249 1
A25040 060;94;C;2;789476601063 1
A25100 020;95;C;2;789476601065 5
A25109 040;96;C;2;789241562786 5
800061640040;96;C;2;789003036701 2
800061640060;97;C;2;789053710173 7
A25110 020;98;C;2;789476601069 3
800013743040;99;C;2;789053710077 8
K57240; 001;D;2;120160050206 5
S57240; 001;D;2;120150050715 3
I39A002; 001;D;2;789582519573 3
3152193; 002;D;2;789582519582 5
K57100; 002;D;2;120150050409 1
3152154; 002;D;2;100150058035 0
S57100; 003;D;2;120150050713 9
K57120; 004;D;2;120160050270 6
S57120; 004;D;2;120150050132 8
S57200; 005;D;2;120150050020 8
7008282R91; 005;D;2;789001540840 2
I39A005;005A;D;2;789582519608 2
K57200;005B;D;2;120160050766 4
K57245;007A;D;2;120160050265 2
I39T004; 008;D;2;789582515631 4
S57260; 008;D;2;120150050046 8
K57260;008B;D;2;120160050269 0
S57230; 009;D;2;120150050203 5
K57220; 009;D;2;120160050271 3
K57230;009C;D;2;120160050278 2
S57300; 010;D;2;120150050047 5
I41008; 010;D;2;789582519563 4
K57300;010B;D;2;120160050770 1
S57320; 011;D;2;120150050133 5
K57320;011B;D;2;120160050355 0
S1035; 012;D;2;789582508492 1
R7001454C91; 012;D;2;789001539369 2
99760961; 012;D;2;789001634352 8
S1036; 013;D;2;789582508618 5
S1038; 013;D;2;789582519555 9
S1034; 013;D;2;100160054138 1
6357146; 014;D;2;789582519570 2
S57700;014A;D;2;120150050718 4
K57700;014B;D;2;120160050241 6
6357145; 015;D;2;789582519569 6
S57600;015A;D;2;120150050038 3
K57600;015B;D;2;120160050769 5
6354163; 016;D;2;789582519616 7
S57280;016A;D;2;120150050205 9
6354161; 017;D;2;789582519597 9
S57250;017A;D;2;120150050086 4
I41010; 018;D;2;789582519584 9
S57430;019A;D;2;120150050134 2
K57430;019B;D;2;120160050277 5
S57420;020A;D;2;120150050523 4
P4067;020A;D;2;789582524496 7
P4068;020B;D;2;789582524477 6
K57420;020B;D;2;120160050366 6
I41T012; 021;D;2;789582519577 1
S57450;021A;D;2;120150050135 9
K57450;021B;D;2;120160050223 2
I41011; 022;D;2;789582519554 2
S4051; 022;D;2;100160052868 9
S57440;022A;D;2;120150050717 7
K57440;022A;D;2;120160050276 8
I41T007; 023;D;2;789582519549 8
S57400;023A;D;2;120150330772 9
S4072; 001;E;2;101010059749 1
61068250; 002;E;2;789537216120 5
70530058RE; 002;E;2;789003507469 4
UC445 020; 002;E;2;789582522019 0
70993441E; 003;E;2;789582508136 4
HS066; 004;E;2;789582506998 0
70993442; 005;E;2;789582508137 1
HS034; 006;E;2;789582500469 1
7008418R91E; 007;E;2;789003040722 0
70993439; 007;E;2;789582507229 4
HS035; 008;E;2;789582500470 7
70993443E; 009;E;2;789582508138 8
50011307; 010;E;2;280300020458 8
70993444E; 010;E;2;789582508139 5
HS046; 011;E;2;789582500478 3
U5LL0021P; 012;E;2;789001534054 2
U5LL0021; 012;E;2;789582506462 6
70993438E; 013;E;2;789582508134 0
S1017; 014;E;2;100150059675 7
CRA7054;015B;E;2;560300030045 0
635406; 016;E;2;100150053026 3
HS047R; 017;E;2;100300054865 6
HS047; 017;E;2;789582500479 0
HS103; 019;E;2;789582508442 6
70993619; 019;E;2;789582508627 7
HS058; 020;E;2;789582506949 2
HS102;020A;E;2;789582508441 9
HS057; 021;E;2;789582506963 8
HS094; 022;E;2;789582508436 5
SLC6414; 023;E;2;789001538963 3
HS093; 023;E;2;789582508435 8
HS092; 024;E;2;789582508434 1
UC1070 040; 025;E;2;560010010120 8
UCO1070; 026;E;2;560010010142 0
HS107;026A;E;2;789582508546 1
A57729 STD; 027;E;2;789476606177 0
A57720 STD; 027;E;2;789476606147 3
HS108;027A;E;2;789582508545 4
A57609 STD; 028;E;2;789476606176 3
635759R; 028;E;2;100150054837 4
A57600 STD; 028;E;2;789476606146 6
HS106E;028A;E;2;789582508543 0
HS064; 029;E;2;789582500483 7
S1019;029A;E;2;789582507248 5
HS065; 030;E;2;789582506937 9
97307700; 030;E;2;280150020076 5
97307600;030A;E;2;280150020126 7
6354131;032A;E;2;100150052435 4
HS012; 033;E;2;789582500451 6
7008078R91; 033;E;2;789582535835 0
A57900 020; 034;E;2;789241535574 4
C371520 0.50; 035;E;2;789003033394 9
7008074R91; 035;E;2;789582535834 3
A57900 STD; 035;E;2;789476606178 7
HS006; 035;E;2;789582500445 5
C57610 050; 036;E;2;120350050081 3
UC996 030; 037;E;2;560350030062 2
61073350; 037;E;2;470350050668 8
UC996 040; 038;E;2;560010010133 8
HS067;038A;E;2;789582506933 1
UC996 060; 039;E;2;560010010134 5
UCO996; 041;E;2;560010010149 9
635851; 042;E;2;100150050858 3
E57700; 042;E;2;120150350150 9
U5LP0057;042A;E;2;789582508503 4
U5LP0058;042B;E;2;789582508504 1
6357110; 043;E;2;100150052641 9
E57600; 043;E;2;120150350148 6
4181A033E;043A;E;2;789582507597 4
4181A045E;043B;E;2;789582507598 1
70998021E; 044;E;2;789582506040 6
635428; 044;E;2;100150053032 4
E57280; 044;E;2;120150350094 6
3135X063E;044A;E;2;789582507467 0
70993697E; 045;E;2;789582508744 1
E57250; 045;E;2;120150350065 6
70998100E; 045;E;2;789582506101 4
70993696E;045A;E;2;789582508745 8
U5LL0015; 046;E;2;789582506459 6
70993699E;046A;E;2;789582508863 9
U5LL0014E; 047;E;2;789582508502 7
61065420; 048;E;2;789537217234 8
HS011; 048;E;2;789582500450 9
MM100739E; 048;E;2;789003538948 4
S57400 050;048A;E;2;120150330730 9
HS005; 049;E;2;789582500444 8
61065220 020; 049;E;2;789537216107 6
MM100738E; 049;E;2;789003538947 7
61071650; 050;E;2;470350050713 5
UC996; 052;E;2;120350040166 0
UC1070 STD; 053;E;2;560350050053 4
70530013RE; 053;E;2;789582537668 2
C57710; 053;E;2;120350050089 9
61104050; 053;E;2;789003539978 0
70530001RE; 054;E;2;789582522054 1
C57610; 054;E;2;120350050229 9
A445; 055;E;2;789003532292 4
70530028RE; 056;E;2;100350050441 1
618112020; 057;E;2;789537217613 1
70993493E; 058;E;2;789582508164 7
70530029E; 059;E;2;789582536727 7
A4606 020; 059;E;2;000009111971 1
70530055RE;36;E;2;789003540132 2
A444 040;36A;E;2;170350010762 8
UCO4579 STD;37;E;2;789003532456 0
618074050;37A;E;2;789537217607 0
P4069;42;E;2;789582524478 3
3778M021;001A;F;2;100390050864 4
70540058; 002;F;2;100390051609 0
37781321; 003;F;2;789582502770 6
70540042; 004;F;2;100090050612 0
70540043; 005;F;2;100390050629 9
37738234E; 006;F;2;789582502729 4
37731881E;006A;F;2;789582502714 0
37738235; 007;F;2;789582502730 0
3777J122; 008;F;2;100390052231 2
70540125; 009;F;2;100390051617 5
70540114;009A;F;2;100390050551 3
70540200E; 010;F;2;789582519998 4
70540038;010A;F;2;100390050525 4
70993238; 011;F;2;789582505908 0
41316612; 012;F;2;100010013278 5
70540128;012A;F;2;789582504171 9
70540146; 014;F;2;789582504186 3
70992431; 015;F;2;100090053119 1
70540041; 016;F;2;100510052356 4
2646A156;016A;F;2;100110057897 9
70993476;016A;F;2;789582508154 8
37781571; 017;F;2;789582502771 3
70540060; 018;F;2;100390050544 5
37781271; 019;F;2;100390052234 3
70540061E; 020;F;2;789582504144 3
37775236;020A;F;2;789582502765 2
3766P194;020B;F;2;100090055458 9
70540062; 021;F;2;100390050546 9
37781720;021B;F;2;100390057940 8
70540065; 022;F;2;100390050527 8
80200967; 023;F;2;100090053715 5
70993692R; 024;F;2;789582522083 1
70540148; 025;F;2;100390338589 1
70540159E;025A;F;2;789582504196 2
70540139;026A;F;2;100680050631 4
70540116; 027;F;2;100390051612 0
70540074;027A;F;2;789582504150 4
70540097; 028;F;2;100390051611 3
70540076;028A;F;2;100090050634 2
70993239E; 029;F;2;789582505909 7
70540046; 030;F;2;100390050630 5
37786351;030A;F;2;100390052235 0
70540081; 032;F;2;100390050613 8
70200156; 033;F;2;100090050563 5
70540071; 034;F;2;100350036492 3
70540136E; 035;F;2;789582504177 1
70540103E; 036;F;2;789582504160 3
37781781E; 037;F;2;789582502772 0
70540084E; 038;F;2;789582504154 2
70993329;038A;F;2;100390057939 2
37783161; 039;F;2;100390050541 4
37782942; 040;F;2;100390050540 7
70100817;041A;F;2;789582507655 1
70540133; 042;F;2;789582504174 0
70540096; 043;F;2;100390034764 9
70540063E; 044;F;2;789582504146 7
70540013; 045;F;2;100390050439 4
70620791; 046;F;2;100110338626 7
70540149;046A;F;2;100090338590 6
70540150E;046B;F;2;789582504190 0
70540131; 047;F;2;100680051632 0
70540154;047A;F;2;789582504193 1
70540167E;047B;F;2;789582504200 6
70540095; 048;F;2;100390053233 5
70540135E; 049;F;2;789582504176 4
70540068; 050;F;2;100390053103 1
70540153E; 051;F;2;789582504192 4
70993240; 052;F;2;789582506943 0
70540143; 053;F;2;789582504184 9
70540134E; 054;F;2;789582504175 7
70540126;054A;F;2;100390050524 7
70540142; 055;F;2;100090051637 2
70540015; 056;F;2;100390050614 5
70540165E; 057;F;2;789582504198 6
70540021; 058;F;2;100390050542 1
70540100E; 059;F;2;789582504159 7
41314078; 001;G;2;100100052551 6
41314078RE; 001;G;2;789582537056 7
10020;001A;G;2;789267700020 8
41314189; 002;G;2;789582502861 1
41314189RE; 002;G;2;789582508534 8
10060;002A;G;2;789267700064 2
AR4020;002B;G;2;789001033813 1
7004503C91E; 003;G;2;789582536739 0
7005497R1E; 003;G;2;789582531847 7
41314182R; 003;G;2;789582507580 6
41314182; 003;G;2;100100052554 7
7008510R1E; 003;G;2;789000040891 2
10021;003A;G;2;789267700024 6
10115; 004;G;2;789267700111 3
4132F012RE; 004;G;2;789582536903 5
7008461r91E; 004;G;2;789000040953 7
4132F041E; 005;G;2;789582537008 6
7008231R1E; 005;G;2;789582585100 4
10238; 005;G;2;789267700248 6
7008509R1E; 005;G;2;789000041000 7
10229; 006;G;2;789267700238 7
4132F043E; 006;G;2;789582502870 3
7007181R1E; 006;G;2;789582535352 2
MM900056; 007;G;2;789582532470 6
70991414; 007;G;2;100100052581 3
20092; 007;G;2;789267700518 0
77548E; 008;G;2;789582508325 2
7000152001; 009;G;2;240100010092 5
20138; 009;G;2;789267700572 2
20059; 009;G;2;789267700483 1
70991412E; 009;G;2;789582537093 2
152003; 010;G;2;240100070033 0
MM900057; 010;G;2;789582531922 1
20062; 010;G;2;789267700487 9
70992164; 010;G;2;789582505498 6
MM900058; 011;G;2;789582532416 4
4236261; 011;G;2;789582501544 4
20058; 011;G;2;789267700482 4
3773X021E;011A;G;2;789582507559 2
152000; 012;G;2;789001038472 5
4236253R; 012;G;2;789582526118 6
MM100099; 012;G;2;789582531243 7
7008507R91E; 012;G;2;789001040852 0
315290; 013;G;2;789582500573 5
7000156000; 013;G;2;240230010111 7
3152166; 014;G;2;789582501427 0
7000157000; 015;G;2;240230010119 3
16014; 015;G;2;789267700386 5
420392; 015;G;2;789582500589 6
16013; 016;G;2;789267700385 8
424857; 016;G;2;789582500633 6
UR0391RL; 016;G;2;750230050010 3
4236133; 017;G;2;789582501483 6
4236120; 018;G;2;789582501479 9
7000157006; 018;G;2;240230070040 2
16016; 019;G;2;789267700388 9
S4008; 019;G;2;789582500519 3
UR0393RL; 019;G;2;789002335633 7
MM101674E; 02;G;2;789001040599 4
7008144; 02;G;2;789001040596 3
7008144R91E; 02;G;2;789582582157 1
S4042; 020;G;2;100230059732 6
7000156003; 021;G;2;240230010114 8
635423E; 021;G;2;789582500656 5
16017; 021;G;2;789267700389 6
635482; 022;G;2;789582500684 8
7000157003; 022;G;2;240230010120 9
16015; 022;G;2;789267700387 2
4236254I; 023;G;2;240100070017 0
4236254; 023;G;2;789582501538 3
7008103R91E; 023;G;2;789001040456 0
4236254R; 023;G;2;789582530495 1
U5MW0157E;023A;G;2;789582506471 8
424875; 025;G;2;789582500637 4
UB0334; 026;G;2;340100190156 8
MM900059; 026;G;2;789582531464 6
20061; 026;G;2;789267700486 2
S4057R; 026;G;2;789001035895 5
S4057; 026;G;2;789582500550 6
S4054; 027;G;2;789582500547 6
70991452; 028;G;2;100100052975 0
20057; 028;G;2;789267700481 7
70991071; 029;G;2;100100052257 7
4132F051E; 030;G;2;789582502871 0
4132F052;030A;G;2;100100052565 3
10230; 031;G;2;789267700240 0
4132F057E; 031;G;2;789582502873 4
7007182R1E; 031;G;2;789582535362 1
10076; 032;G;2;789267700073 4
4132F015RE; 032;G;2;789582507582 0
4132F015; 032;G;2;100100050300 2
4132F016RE; 033;G;2;789582507584 4
4132F016; 033;G;2;100100036483 2
635729E; 034;G;2;789582500699 2
10023; 034;G;2;789267700032 1
635853E; 035;G;2;789582500726 5
10022; 035;G;2;789267700028 4
41314067E; 036;G;2;789582502856 7
41733042; 037;G;2;101090053276 0
70991809TC1; 038;G;2;789010938076 8
70991809P; 038;G;2;789010934768 6
70991809E; 038;G;2;789582505374 3
70998293E; 039;G;2;789582519444 6
4132F056E; 040;G;2;789582507585 1
70993639E; 041;G;2;789582536796 3
7008135R1E; 041;G;2;789001040831 5
6354146; 041;G;2;100100052549 3
15045; 042;G;2;789267700359 9
20056; 042;G;2;789267700480 0
70991409E; 042;G;2;789582505220 3
MMBB1405; 042;G;2;260010040468 5
70991410E; 043;G;2;789582505221 0
70991411; 044;G;2;100100050273 9
6354141E; 045;G;2;789582501588 8
7008164r91E; 045;G;2;789001040383 9
6354142; 046;G;2;100100052546 2
20060; 046;G;2;789267700484 8
70993740E; 047;G;2;789582508238 5
7008134R1E; 047;G;2;789001040381 5
20069; 047;G;2;789267700495 4
404000; 047;G;2;789001039144 0
7008348R91E; 049;G;2;789000040898 1
7008025R91E; 049;G;2;789582537290 5
U5MW0156E; 049;G;2;789582521581 3
U5MW0160E; 049;G;2;789582506473 2
4132F041P; 05;G;2;789001040135 4
16011; 050;G;2;789267700384 1
635714; 050;G;2;100230051907 6
UR554; 050;G;2;750010010045 5
635815; 051;G;2;100230052685 2
152002;11;G;2;789001034244 2
152500;51A;G;2;789001038984 3
4131A068;51A;G;2;789001039268 3
BC250; 001;H;2;789001040562 8
72084RE; 001;H;2;789582508258 3
72084; 001;H;2;100100050262 3
72119;001B;H;2;100100339113 2
72119RE;001B;H;2;789582536721 5
7008233R1E; 002;H;2;789001040858 2
PE041; 002;H;2;789001039150 1
72094; 002;H;2;100100052864 7
K1695; 002;H;2;789001035233 5
PD225; 002;H;2;789001034769 0
72094RE; 002;H;2;789582508264 4
700823R1E; 002;H;2;789001040857 5
71184;002A;H;2;100010015030 7
72085RE; 003;H;2;789582537382 7
72085; 003;H;2;100100050263 0
ULPK0005E;003A;H;2;789582506479 4
72092B; 004;H;2;100100054394 7
72092; 004;H;2;100100054690 0
720923; 004;H;2;789001037268 5
72092RE; 004;H;2;789582536773 4
72082RE; 005;H;2;789582508257 6
72082; 005;H;2;100100050260 9
PE053;005A;H;2;789001039078 8
BAC006; 006;H;2;170100031719 6
72020; 006;H;2;100100051875 4
72086RE; 007;H;2;789582508259 0
72086; 007;H;2;100100052608 7
MJ011; 007;H;2;170100013861 6
ULPK0002E; 008;H;2;789582507003 0
260900; 009;H;2;789001037357 6
72081; 009;H;2;100100053744 1
72081RE; 009;H;2;789582536802 1
40008; 009;H;2;690100050267 6
72087RE; 010;H;2;789582536772 7
260800; 010;H;2;789001038369 8
7008318R1E; 010;H;2;789001040485 0
260100; 011;H;2;789001034029 5
72088; 011;H;2;100100059771 1
PD110; 011;H;2;789000041097 7
72088RE; 011;H;2;789582536744 4
7008319R1E; 011;H;2;789001040423 2
72095RE; 012;H;2;789582508265 1
72095; 012;H;2;100100059773 5
ERR5057A;012A;H;2;100100339275 7
72083E; 013;H;2;789582537179 3
72096; 014;H;2;100100050267 8
72096RE; 014;H;2;789582536883 0
7008234R1E; 014;H;2;789001040791 2
72093RE; 015;H;2;789582536934 9
7008232R1E; 015;H;2;789001040830 8
72093; 015;H;2;100100052836 4
2447222099; 016;H;2;170100023347 2
72038E; 016;H;2;789582511608 0
PE01018; 016;H;2;789001039266 9
2641338; 017;H;2;100100057853 6
2641808; 018;H;2;100100057855 0
72100; 019;H;2;100100339106 4
72100RE; 019;H;2;789582536643 0
72094P; 02;H;2;789001036344 7
7004982C1E; 020;H;2;789582536756 7
72111RE; 020;H;2;789582537623 1
72145; 020;H;2;789582524643 5
7008315R1E; 020;H;2;789001040445 4
72103; 021;H;2;100100339108 8
72103RE; 021;H;2;789582536694 2
70070044; 022;H;2;100270052717 6
70070062E;022A;H;2;789582503010 2
13A1275C;022C;H;2;590270280131 0
70070071E; 023;H;2;789582503017 1
70070081E;023A;H;2;789582503023 2
70620688E; 025;H;2;789582504298 3
70070093E; 026;H;2;789582508565 2
6PK1059EE; 026;H;2;789002738808 2
70070094;026A;H;2;789582508571 3
70070092RE; 027;H;2;789582508796 0
7004577R1E;027A;H;2;789582530603 0
6PK2335;027A;H;2;789155114264 5
191; 028;H;2;789000538771 7
15084; 028;H;2;789000539404 3
70620698E; 028;H;2;789582504301 0
70992238E; 029;H;2;789582505524 2
70070072; 030;H;2;789582503018 8
70070045E; 031;H;2;789582503000 3
70070047E; 032;H;2;789582503002 7
70070073E;032A;H;2;789582503019 5
7PK1575;032A;H;2;690270050048 1
70070088E;032B;H;2;789582507634 6
70070068E; 033;H;2;789582503014 0
70620699E; 035;H;2;789582504302 7
MD12202E; 036;H;2;789582519316 6
903450801645E;036A;H;2;789582510681 4
MD12207E; 037;H;2;789582519317 3
30194; 038;H;2;789000539405 0
70620711; 038;H;2;789582504307 2
190; 038;H;2;789000538772 4
P4020; 039;H;2;789582500502 5
LDL1092A; 039;H;2;590270330001 0
7008316R1E; 04;H;2;789001040412 6
70070075E; 040;H;2;789582503021 8
70070046E; 041;H;2;789582503001 0
70070048E;041A;H;2;789582503003 4
70070049E; 042;H;2;789582503004 1
5PK0868EE; 043;H;2;789002738807 5
7004578R1E; 043;H;2;789582530598 9
7PK1530; 043;H;2;590270050097 0
70070077; 043;H;2;789582503022 5
40707X25XS; 044;H;2;789002740519 2
30985X20; 044;H;2;789002740458 4
5681XS; 044;H;2;789002738509 8
5528XS; 044;H;2;789002739042 9
40305X17; 044;H;2;789002740714 1
ERR2215; 044;H;2;100270339211 5
76134; 044;H;2;789002739499 1
33872519E; 045;H;2;789582502307 4
LLH500200E; 046;H;2;789582508642 0
HS044; 047;H;2;789582500477 6
HS122;047A;H;2;789582508641 3
HS121;047B;H;2;789582508640 6
33872516; 048;H;2;789582502306 7
70070082E; 049;H;2;789582503024 9
70070086; 050;H;2;789582507632 2
R7003706C1E; 050;H;2;789582536966 0
70070065E; 051;H;2;789582503012 6
2641A064;05A;H;2;789582501871 1
7008317R1E; 09;H;2;789001040472 0
PD432;18;H;2;789001038729 0
13AV1270;22B;H;2;789002732403 5
2418F546; 001;I;2;100410057771 3
70650134E; 002;I;2;789582508002 2
2415A093E; 003;I;2;789582507422 9
3148108; 004;I;2;170810013406 7
7003174C1E; 005;I;2;789000438126 6
2314H019E; 006;I;2;789582501772 1
0920004E; 007;I;2;789582501194 1
0170040E; 008;I;2;789582500838 5
FB108151E; 009;I;2;789582508406 8
3774A004E; 010;I;2;789582507560 8
70740838E; 011;I;2;789582519505 4
